StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,att1,att2,mturk_id,completion_code,comp1,comp2,Q4,Q4_4_TEXT,Q5,Q5_6_TEXT,Q6,Q7,Q7_8_TEXT,Q8_1,Random ID,workerId,Set a Value Now,finished_game
2023-01-17 13:07:57,2023-01-17 13:19:45,IP Address,173.27.185.86,100,708,True,2023-01-17 13:19:45,R_vJfnisGjIq5LMzL,,,,,30.4003,-87.0288,anonymous,EN,"I consent, begin the study",Paul,Purple,A24Z9RP5YZZ2TY,5000-7561-0879-0138,Four,100,Male,,White or European,,33,College Graduate (4 year),,100,98117,A24Z9RP5YZZ2TY,,yes
2023-01-17 13:08:56,2023-01-17 13:25:39,IP Address,199.96.123.170,100,1002,True,2023-01-17 13:25:40,R_12QjCcgejmTXc6R,,,,,38.36,-86.9286,anonymous,EN,"I consent, begin the study",Paul,Purple,AKP66RIZ3LQVX,6123-8317-2314-9973,Four,100,Male,,White or European,,24,Some College,,100,16279,AKP66RIZ3LQVX,,yes
2023-01-17 13:45:40,2023-01-17 14:05:57,IP Address,73.237.172.67,100,1216,True,2023-01-17 14:05:57,R_PGrNaoSvlZyH529,,,,,33.6012,-85.0507,anonymous,EN,"I consent, begin the study",Paul,Purple,A2QOB4FDI8ZHOB,8698-9121-0876-5073,Four,100,Male,,White or European,,57,Vocational/Technical School (2 year),,91,19607,A2QOB4FDI8ZHOB,,yes
2023-01-17 13:08:55,2023-01-17 14:19:39,IP Address,71.230.17.167,100,4244,True,2023-01-17 14:19:40,R_1FKhbJZfVVcrRxU,,,,,40.1086,-75.2835,anonymous,EN,"I consent, begin the study",Paul,Purple,A3V2O71AQ29DRZ,0875-8651-5819-2272,Four,100,Female,,White or European,,32,College Graduate (4 year),,75,43334,A3V2O71AQ29DRZ,,yes
2023-01-17 14:26:17,2023-01-17 14:44:47,IP Address,47.157.33.72,100,1109,True,2023-01-17 14:44:48,R_1pVtUsqxwLdbTMU,,,,,34.2363,-118.4798,anonymous,EN,"I consent, begin the study",Paul,Purple,A5TWD5QD99GZY,3839-8412-8546-3341,Four,100,Male,,White or European,,37,High School or Equivalent,,99,23944,A5TWD5QD99GZY,,yes
2023-01-17 14:48:01,2023-01-17 15:07:23,IP Address,24.95.181.46,100,1162,True,2023-01-17 15:07:24,R_yJWSywsVJJiLTVf,,,,,38.4736,-82.6413,anonymous,EN,"I consent, begin the study",Paul,Purple,A3LVLZS8S41ZD7,2150-6475-9681-2311,Four,100,Female,,White or European,,50,College Graduate (4 year),,40,57245,A3LVLZS8S41ZD7,,yes
2023-01-17 15:03:15,2023-01-17 15:13:45,IP Address,72.69.207.223,100,630,True,2023-01-17 15:13:46,R_1n92RhF9yudPeff,,,,,40.822,-73.86,anonymous,EN,"I consent, begin the study",Paul,Purple,A157L6Z8QU3SDE,5804-8941-9342-0729,Four,100,Male,,Hispanic or Latino,,34,College Graduate (4 year),,100,51008,A157L6Z8QU3SDE,,yes
2023-01-17 14:47:18,2023-01-17 15:21:27,IP Address,68.50.73.49,100,2048,True,2023-01-17 15:21:28,R_33gs40IL94XWkEn,,,,,39.2051,-85.9324,anonymous,EN,"I consent, begin the study",Paul,Green,A3HTB3GF87Y1JV,8531-4637-2904-6182,Four,100,Female,,White or European,,41,Masters Degree (MS),,93,14972,A3HTB3GF87Y1JV,,yes
2023-01-17 14:32:18,2023-01-17 15:21:52,IP Address,73.133.21.111,100,2973,True,2023-01-17 15:21:52,R_1Q4uCPvUeQivvpq,,,,,39.4332,-76.6546,anonymous,EN,"I consent, begin the study",Paul,Purple,A2TQOTPSKEXCPZ,0960-7299-0052-0909,Four,100,Female,,White or European,,33,College Graduate (4 year),,100,94414,A2TQOTPSKEXCPZ,,yes
2023-01-17 16:53:04,2023-01-17 17:07:03,IP Address,24.192.184.149,100,839,True,2023-01-17 17:07:04,R_3nB2MppjN7LiVI8,,,,,42.5538,-82.9185,anonymous,EN,"I consent, begin the study",Paul,Purple,AH00EJ6PK1H3A,901-8571-6087-9199,Four,100,Male,,White or European,,38,High School or Equivalent,,90,78700,AH00EJ6PK1H3A,,no
2023-01-17 18:29:24,2023-01-17 18:49:49,IP Address,98.16.174.177,100,1225,True,2023-01-17 18:49:50,R_cByJ7P9R7MRy2ZP,,,,,31.2462,-83.6549,anonymous,EN,"I consent, begin the study",Paul,Purple,A2ZSL0EDN3H4AT,5744-4192-9854-3102,Four,100,Female,,Black or African American,,40,Some College,,95,83945,A2ZSL0EDN3H4AT,,yes
2023-01-17 18:44:11,2023-01-17 18:52:32,IP Address,99.103.122.86,100,500,True,2023-01-17 18:52:33,R_1pX5xVCGRJzpyQw,,,,,29.5422,-95.3212,anonymous,EN,"I consent, begin the study",Paul,Purple,AK35CJJEYFVYK,0304-7208-0297-7549,Four,100,Male,,White or European,,27,Some College,,91,93614,AK35CJJEYFVYK,,yes
2023-01-17 20:03:33,2023-01-17 20:11:15,IP Address,108.12.238.97,100,461,True,2023-01-17 20:11:15,R_1cUIkd5B2aNzzir,,,,,41.886,-71.3457,anonymous,EN,"I consent, begin the study",Paul,Purple,A2KHMKJUVDMK1N,2689-7156-0291-7826,Four,100,Male,,White or European,,34,College Graduate (4 year),,100,91148,A2KHMKJUVDMK1N,,yes
2023-01-17 20:14:40,2023-01-17 20:24:03,IP Address,98.209.177.25,100,562,True,2023-01-17 20:24:03,R_1i89fF1Ndt5m5FX,,,,,42.6442,-82.8985,anonymous,EN,"I consent, begin the study",Paul,Purple,A3KVKK1XLBTSN3,7122-4405-6008-5627,Four,100,Male,,White or European,,40,College Graduate (4 year),,85,84639,A3KVKK1XLBTSN3,,yes
2023-01-17 23:17:24,2023-01-17 23:41:38,IP Address,70.171.250.198,100,1454,True,2023-01-17 23:41:39,R_Dux7SXypSJKEmpr,,,,,33.7352,-112.1222,anonymous,EN,"I consent, begin the study",Paul,Purple,A3AY0315YWWNXY,0791-5020-2817-2450,Four,100,Male,,White or European,,29,College Graduate (4 year),,20,83723,A3AY0315YWWNXY,,yes
2023-01-17 18:17:14,2023-01-17 18:20:17,IP Address,73.218.7.246,27,183,False,2023-01-18 11:17:30,R_2uy2rDpglNpLizc,,,,,,,anonymous,EN,"I consent, begin the study",Paul,Purple,A1WQACYPLESVGL,,,,,,,,,,,,86557,A1WQACYPLESVGL,,
2023-01-17 16:51:04,2023-01-17 16:53:39,IP Address,108.220.13.47,27,155,False,2023-01-18 11:17:30,R_2EiMfe3lAf3vCrA,,,,,,,anonymous,EN,"I consent, begin the study",Paul,Purple,AXY0D2AMLKE2A,,,,,,,,,,,,38689,AXY0D2AMLKE2A,,
2023-01-17 11:01:18,2023-01-17 11:03:09,IP Address,5.25.159.197,23,110,False,2023-01-18 11:17:31,R_SDAqollBtfmwZu9,,,,,,,anonymous,EN,"I consent, begin the study",Paul,Purple,,,,,,,,,,,,,26811,"ABCD1435 ",,
2023-01-16 10:46:54,2023-01-16 10:48:41,IP Address,5.25.159.197,27,106,False,2023-01-18 11:17:31,R_1NtwBIAOiIXr4cc,,,,,,,anonymous,EN,"I consent, begin the study",Paul,Purple,4ABQ167TW,,,,,,,,,,,,29621,,,
2023-01-17 12:47:43,2023-01-17 12:50:30,IP Address,98.244.27.29,27,167,False,2023-01-18 11:17:31,R_2U5iXwtOjKZsxe4,,,,,,,anonymous,EN,"I consent, begin the study",Paul,Purple,AJDXSXAWDDAEO,,,,,,,,,,,,94533,AJDXSXAWDDAEO,,
2023-01-17 12:46:25,2023-01-17 12:52:06,IP Address,172.56.240.229,27,341,False,2023-01-18 11:17:31,R_2R4IAS4xcg7lsgY,,,,,,,anonymous,EN,"I consent, begin the study",Paul,Purple,A30ERR3URZKERX,,,,,,,,,,,,35582,A30ERR3URZKERX,,
2023-01-17 14:17:30,2023-01-17 14:25:53,IP Address,104.182.73.53,27,503,False,2023-01-18 11:17:31,R_xEDlxQapjrkS6Jj,,,,,,,anonymous,EN,"I consent, begin the study",Paul,Purple,APVZGZM1RA3AZ,,,,,,,,,,,,93996,APVZGZM1RA3AZ,,
2023-01-17 18:23:30,2023-01-17 22:40:50,IP Address,172.14.118.218,27,15439,False,2023-01-18 11:17:31,R_1nVLMNB7bfVz4ik,,,,,,,anonymous,EN,"I consent, begin the study",Paul,Purple,A1BM57TUNAQIXM,,,,,,,,,,,,82280,A1BM57TUNAQIXM,,
2023-01-17 13:44:01,2023-01-17 13:44:46,IP Address,174.53.49.206,27,45,False,2023-01-18 11:17:31,R_UoxqEFXRWlL6xIR,,,,,,,anonymous,EN,"I consent, begin the study",Paul,Purple,A16G6PPH1INQL8,,,,,,,,,,,,48846,A16G6PPH1INQL8,,
2023-01-17 14:00:11,2023-01-17 15:27:53,IP Address,185.203.218.87,27,5262,False,2023-01-18 11:17:31,R_2wjokvoUCJpuDL4,,,,,,,anonymous,EN,"I consent, begin the study",Paul,Purple,A3785TR8D5I81Q,,,,,,,,,,,,13876,A3785TR8D5I81Q,,
2023-01-16 12:05:18,2023-01-16 12:10:31,IP Address,128.103.24.16,27,313,False,2023-01-18 11:17:31,R_3dSoa967gybX0cL,,,,,,,anonymous,EN,"I consent, begin the study",Paul,Purple,xyz,,,,,,,,,,,,98841,,,
2023-01-17 11:06:40,2023-01-17 11:07:13,IP Address,5.25.159.197,27,32,False,2023-01-18 11:17:31,R_2ckjnPeSJmSq3ru,,,,,,,anonymous,EN,"I consent, begin the study",Paul,Purple,"ABCD1435 ",,,,,,,,,,,,96994,"ABCD1435 ",,
2023-01-17 14:27:58,2023-01-17 15:04:33,IP Address,47.7.149.96,27,2194,False,2023-01-18 11:17:32,R_Q0VdcvQ4NYYJbpL,,,,,,,anonymous,EN,"I consent, begin the study",Paul,Purple,A345ZKNQSVPJ6G,,,,,,,,,,,,77940,A345ZKNQSVPJ6G,,
2023-01-17 18:07:39,2023-01-17 18:13:20,IP Address,69.207.173.1,27,340,False,2023-01-18 11:17:32,R_b1kwgdlw0Ud1ES5,,,,,,,anonymous,EN,"I consent, begin the study",Paul,Purple,A394JO4NEPCY3M,,,,,,,,,,,,84371,A394JO4NEPCY3M,,
2023-01-17 15:14:53,2023-01-17 17:38:59,IP Address,67.184.205.134,27,8646,False,2023-01-18 11:17:32,R_3M3CRsfpxvKO4ri,,,,,,,anonymous,EN,"I consent, begin the study",Paul,Purple,A3JTDNRJYVCGQD,,,,,,,,,,,,15210,A3JTDNRJYVCGQD,,
2023-01-17 18:25:04,2023-01-17 18:31:47,IP Address,104.5.21.103,27,403,False,2023-01-18 11:17:32,R_33DCfDicX1ojCh2,,,,,,,anonymous,EN,"I consent, begin the study",Paul,Purple,A1VVR9MA1P9HWJ,,,,,,,,,,,,57228,A1VVR9MA1P9HWJ,,
2023-01-17 12:46:15,2023-01-17 12:51:40,IP Address,172.58.7.163,27,325,False,2023-01-18 11:17:32,R_1FIWPA1G1et0Dax,,,,,,,anonymous,EN,"I consent, begin the study",Paul,Purple,A3DW6KSQPG6GVQ,,,,,,,,,,,,23200,A3DW6KSQPG6GVQ,,
2023-01-17 12:57:00,2023-01-17 13:06:24,IP Address,76.120.190.164,27,564,False,2023-01-18 11:17:32,R_2rDBHj8UdNrFaCy,,,,,,,anonymous,EN,"I consent, begin the study",Paul,Purple,A3OZ8KF0HWSVWK,,,,,,,,,,,,78999,A3OZ8KF0HWSVWK,,
2023-01-16 10:38:00,2023-01-16 10:44:11,IP Address,5.25.159.197,20,370,False,2023-01-18 11:17:33,R_2334cjngpQQM3N7,,,,,,,anonymous,EN,"I consent, begin the study",Paul,Purple,,,,,,,,,,,,,69193,,,
2023-01-16 10:44:26,2023-01-16 10:46:50,Spam,5.25.159.197,24,144,False,2023-01-18 11:17:33,R_1GD47J5CEsMMlsI,,,,,,,anonymous,EN,"I consent, begin the study",Paul,Purple,,,,,,,,,,,,,39116,,,
2023-01-17 13:52:13,2023-01-17 13:55:31,IP Address,68.32.232.238,27,198,False,2023-01-18 11:17:33,R_2ZCY2vstAGZOpls,,,,,,,anonymous,EN,"I consent, begin the study",Paul,Purple,A1YTNGH5SMM2CJ,,,,,,,,,,,,57645,A1YTNGH5SMM2CJ,,
2023-01-17 17:01:01,2023-01-17 17:02:16,IP Address,207.44.109.79,27,74,False,2023-01-18 11:17:33,R_PHG07KNpXs9L2eZ,,,,,,,anonymous,EN,"I consent, begin the study",Paul,Purple,A2GSFW3FDWRC96,,,,,,,,,,,,41083,A2GSFW3FDWRC96,,
2023-01-16 10:51:29,2023-01-16 10:51:57,IP Address,178.244.101.59,27,28,False,2023-01-18 11:17:33,R_1I4cdjjJdQc6DtV,,,,,,,anonymous,EN,"I consent, begin the study",Paul,Purple,dqwmkldmqlwkdm,,,,,,,,,,,,62566,,,
2023-01-17 22:13:05,2023-01-17 23:12:33,IP Address,75.204.115.227,27,3568,False,2023-01-18 11:17:34,R_C97IFopJTbaINeV,,,,,,,anonymous,EN,"I consent, begin the study",Paul,Green,A348NEQKS6VNIB,,,,,,,,,,,,47893,A348NEQKS6VNIB,,
2023-01-17 11:00:20,2023-01-17 11:01:14,Spam,5.25.159.197,23,53,False,2023-01-18 11:17:34,R_1djm5Eqy78q4MR6,,,,,,,anonymous,EN,"I consent, begin the study",Paul,Purple,,,,,,,,,,,,,75540,"ABCD1435 ",,
2023-01-17 13:12:49,2023-01-17 13:15:35,IP Address,73.125.188.253,27,165,False,2023-01-18 11:17:34,R_2c1QdIl2HLtvyeU,,,,,,,anonymous,EN,"I consent, begin the study",Paul,Purple,A1Q56N80RJLQ7S,,,,,,,,,,,,71793,A1Q56N80RJLQ7S,,
2023-01-17 11:03:12,2023-01-17 11:03:25,Spam,5.25.159.197,23,12,False,2023-01-18 11:17:34,R_9XJ60JQEeNykw0x,,,,,,,anonymous,EN,"I consent, begin the study",Paul,Purple,,,,,,,,,,,,,97311,ABCD1435,,
2023-01-17 14:00:53,2023-01-17 15:52:11,IP Address,76.108.131.121,27,6677,False,2023-01-18 11:17:37,R_SIPDEbJlbkkOXlf,,,,,,,anonymous,EN,"I consent, begin the study",Paul,Purple,A50K26F2IS94U,,,,,,,,,,,,75072,A50K26F2IS94U,,
2023-01-17 16:20:46,2023-01-17 16:25:08,IP Address,24.101.128.156,27,261,False,2023-01-18 11:17:37,R_2t3CkjiVVErPH8L,,,,,,,anonymous,EN,"I consent, begin the study",Paul,Purple,A1YT6E0W0SDP0R,,,,,,,,,,,,19246,A1YT6E0W0SDP0R,,
